District Code,SchoolCode,FAFSA SchoolName,ERDC SchoolTTL,FAFSA District,ERDC DistrictTTL,Horizons Partner,District,School,Students,Unmatched,Errors,NoSignature,Completed,School District Name,Year,Percent
18400,3236,North Kitsap High School,North Kitsap High School,North Kitsap School District,North Kitsap,West Sound STEM,North Kitsap School District,North Kitsap High School,251,84,0,0,167,North Kitsap School District,2022-23,0.665338645
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,15,15,0,0,4,North Mason School District,2021-22,0.286
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,10,0,0,0,3,North Mason School District,2018-19,0.335
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,10,0,0,0,3,North Mason School District,2019-20,0.314
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,10,0,0,0,3,North Mason School District,2016-17,0.333
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,10,0,0,0,3,North Mason School District,2020-21,0.281
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,10,0,0,0,4,North Mason School District,2017-18,0.381
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,28,28,0,0,0,North Mason School District,2022-23,0
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,0,0,0,0,0,North Mason School District,2015-16,0
23403,1861,North Mason Homelink Program,North Mason Homelink Program,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Homelink Program,0,0,0,0,0,North Mason School District,2014-15,0
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,134,89,0,0,38,North Mason School District,2021-22,0.286
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,170,109,0,0,57,North Mason School District,2018-19,0.335
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,173,114,0,0,54,North Mason School District,2019-20,0.314
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,163,101,0,0,54,North Mason School District,2016-17,0.333
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,120,79,0,0,34,North Mason School District,2020-21,0.281
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,143,83,0,0,54,North Mason School District,2017-18,0.381
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,133,81,0,0,52,North Mason School District,2022-23,0.390977444
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,147,91,0,0,56,North Mason School District,2015-16,0.380952381
23403,3175,North Mason Senior High School,North Mason Sr. High School,North Mason School District,North Mason,West Sound STEM,North Mason School District,North Mason Senior High School,178,112,0,0,66,North Mason School District,2014-15,0.370786517
16050,1798,OCEAN,OCEAN,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,OCEAN,10,0,0,0,5,Port Townsend School District,2018-19,0.521
16050,1798,OCEAN,OCEAN,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,OCEAN,10,0,0,0,5,Port Townsend School District,2019-20,0.518
16050,1798,OCEAN,OCEAN,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,OCEAN,10,0,0,0,4,Port Townsend School District,2021-22,0.449
16050,1798,OCEAN,OCEAN,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,OCEAN,10,0,0,0,5,Port Townsend School District,2020-21,0.511
16050,1798,OCEAN,OCEAN,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,OCEAN,0,0,0,0,0,Port Townsend School District,2022-23,0
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,10,0,0,0,5,Ocean Beach School District,2018-19,0.459
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,10,0,0,0,4,Ocean Beach School District,2020-21,0.431
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,10,0,0,0,3,Ocean Beach School District,2021-22,0.304
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,13,13,0,0,8,Ocean Beach School District,2017-18,0.592
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,10,0,0,0,5,Ocean Beach School District,2019-20,0.544
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,10,0,0,0,6,Ocean Beach School District,2016-17,0.627
25101,5454,Ocean Beach Alternative School,Ocean Beach Alternative School,Ocean Beach School District,Ocean Beach,ESD 112,Ocean Beach School District,Ocean Beach Alternative School,0,0,0,0,0,Ocean Beach School District,2022-23,0
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,240,146,0,0,96,Central Kitsap School District,2020-21,0.4
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,240,127,0,0,113,Central Kitsap School District,2017-18,0.472
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,223,119,0,0,91,Central Kitsap School District,2016-17,0.41
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,262,124,0,0,125,Central Kitsap School District,2018-19,0.479
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,275,144,0,0,124,Central Kitsap School District,2019-20,0.451
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,246,142,0,0,97,Central Kitsap School District,2021-22,0.396
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,249,116,0,0,133,Central Kitsap School District,2022-23,0.534136546
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,261,146,0,0,115,Central Kitsap School District,2014-15,0.440613027
18401,4100,Olympic High School,Olympic High School,Central Kitsap School District,Central Kitsap,West Sound STEM,Central Kitsap School District,Olympic High School,253,146,0,0,107,Central Kitsap School District,2015-16,0.422924901
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),157,138,0,0,85,Federal Way School District,2016-17,0.543
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),105,56,15,0,71,Federal Way School District,2019-20,0.672
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),76,49,0,0,49,Federal Way School District,2021-22,0.64
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),74,74,0,0,47,Federal Way School District,2018-19,0.635
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),109,85,0,0,69,Federal Way School District,2017-18,0.637
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),87,72,0,0,56,Federal Way School District,2020-21,0.639
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),149,136,0,0,13,Federal Way School District,2015-16,8.7248322147651e-02
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),86,62,0,0,24,Federal Way School District,2022-23,0.279069767
17210,5348,Open Doors Youth Reengagement (1418),Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,Puget Sound ESD,Federal Way School District,Open Doors Youth Reengagement (1418),87,87,0,0,0,Federal Way School District,2014-15,0
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,228,97,0,0,124,Port Angeles School District,2017-18,0.543
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,231,91,0,0,128,Port Angeles School District,2018-19,0.555
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,231,94,0,0,122,Port Angeles School District,2016-17,0.527
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,218,118,0,0,93,Port Angeles School District,2020-21,0.428
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,241,111,0,0,114,Port Angeles School District,2019-20,0.475
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,218,114,0,0,93,Port Angeles School District,2021-22,0.427
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,180,72,0,0,108,Port Angeles School District,2022-23,0.6
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,253,130,0,0,123,Port Angeles School District,2015-16,0.486166008
05121,2908,Port Angeles High School,Port Angeles High School,Port Angeles School District,Port Angeles,West Sound STEM,Port Angeles School District,Port Angeles High School,265,132,0,0,133,Port Angeles School District,2014-15,0.501886792
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,68,31,0,0,35,Port Townsend School District,2018-19,0.521
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,79,35,0,0,41,Port Townsend School District,2019-20,0.518
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,74,39,0,0,33,Port Townsend School District,2021-22,0.449
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,81,37,0,0,41,Port Townsend School District,2017-18,0.512
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,89,43,0,0,45,Port Townsend School District,2020-21,0.511
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,123,55,0,0,66,Port Townsend School District,2016-17,0.54
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,97,50,0,0,47,Port Townsend School District,2015-16,0.484536082
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,106,51,0,0,55,Port Townsend School District,2022-23,0.518867925
16050,2503,Port Townsend High School,Port Townsend High School,Port Townsend School District,Port Townsend,West Sound STEM,Port Townsend School District,Port Townsend High School,95,39,0,0,56,Port Townsend School District,2014-15,0.589473684
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,31,20,0,0,17,Highline School District,2018-19,0.557
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,35,35,0,0,17,Highline School District,2020-21,0.473
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,28,15,0,0,14,Highline School District,2016-17,0.517
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,39,22,0,0,23,Highline School District,2017-18,0.595
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,10,0,0,0,5,Highline School District,2021-22,0.521
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,31,31,0,0,16,Highline School District,2019-20,0.52
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,44,22,0,0,22,Highline School District,2015-16,0.5
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,0,0,0,0,0,Highline School District,2022-23,0
17401,5172,Puget Sound High School,Puget Sound High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound High School,45,34,0,0,11,Highline School District,2014-15,0.244444444
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,10,0,0,0,6,Highline School District,2018-19,0.557
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,10,0,0,0,5,Highline School District,2020-21,0.473
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,10,0,0,0,5,Highline School District,2016-17,0.517
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,10,0,0,0,6,Highline School District,2017-18,0.595
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,10,0,0,0,5,Highline School District,2021-22,0.521
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,10,0,0,0,5,Highline School District,2019-20,0.52
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,0,0,0,0,0,Highline School District,2015-16,0
17401,2270,Puget Sound Skills Center,Puget Sound Skills Center,Highline School District,Highline,Puget Sound ESD,Highline School District,Puget Sound Skills Center,0,0,0,0,0,Highline School District,2022-23,0
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,14,0,0,0,10,Quilcene School District,2018-19,0.7
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,11,0,0,0,6,Quilcene School District,2019-20,0.524
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,11,0,0,0,7,Quilcene School District,2016-17,0.619
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,13,0,0,0,9,Quilcene School District,2017-18,0.684
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,15,15,0,0,5,Quilcene School District,2020-21,0.318
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,17,0,0,0,12,Quilcene School District,2021-22,0.68
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,12,12,0,0,0,Quilcene School District,2022-23,0
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,13,0,0,0,13,Quilcene School District,2015-16,1
16048,2474,Quilcene High And Elementary,Quilcene Elementary/High School,Quilcene School District,Quilcene,West Sound STEM,Quilcene School District,Quilcene High And Elementary,0,0,0,0,0,Quilcene School District,2014-15,0
05903,5430,Quileute Tribal School,Quileute Tribal School District,Quileute Tribal School District,Quileute Tribal School District,West Sound STEM,Quileute Tribal School District,Quileute Tribal School,0,0,0,0,0,Quileute Tribal School District,2020-21,0
05903,5430,Quileute Tribal School,Quileute Tribal School District,Quileute Tribal School District,Quileute Tribal School District,West Sound STEM,Quileute Tribal School District,Quileute Tribal School,0,0,0,0,0,Quileute Tribal School District,2019-20,0
05903,5430,Quileute Tribal School,Quileute Tribal School District,Quileute Tribal School District,Quileute Tribal School District,West Sound STEM,Quileute Tribal School District,Quileute Tribal School,0,0,0,0,0,Quileute Tribal School District,2021-22,0
05903,5430,Quileute Tribal School,Quileute Tribal School District,Quileute Tribal School District,Quileute Tribal School District,West Sound STEM,Quileute Tribal School District,Quileute Tribal School,0,0,0,0,0,Quileute Tribal School District,2022-23,0
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,98,14,0,0,55,Highline School District,2018-19,0.557
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,98,20,0,0,46,Highline School District,2020-21,0.473
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,96,19,0,0,50,Highline School District,2016-17,0.517
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,102,26,0,0,61,Highline School District,2017-18,0.595
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,98,18,0,0,51,Highline School District,2021-22,0.521
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,89,11,0,0,46,Highline School District,2019-20,0.52
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,104,19,0,0,85,Highline School District,2015-16,0.817307692
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,95,15,0,0,80,Highline School District,2022-23,0.842105263
17401,3553,Raisbeck Aviation High School,Aviation High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Raisbeck Aviation High School,109,31,0,0,78,Highline School District,2014-15,0.71559633
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,10,0,0,0,6,Highline School District,2018-19,0.557
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,10,0,0,0,5,Highline School District,2020-21,0.473
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,10,0,0,0,5,Highline School District,2016-17,0.517
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,10,0,0,0,6,Highline School District,2017-18,0.595
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,10,0,0,0,5,Highline School District,2021-22,0.521
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,10,0,0,0,5,Highline School District,2019-20,0.52
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,0,0,0,0,0,Highline School District,2015-16,0
17401,1973,Satellite High School,Satellite High School,Highline School District,Highline,Puget Sound ESD,Highline School District,Satellite High School,0,0,0,0,0,Highline School District,2022-23,0
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,10,0,0,0,6,Walla Walla School District,2018-19,0.642
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,10,0,0,0,5,Walla Walla School District,2020-21,0.471
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,10,0,0,0,5,Walla Walla School District,2019-20,0.534
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,10,0,0,0,5,Walla Walla School District,2021-22,0.501
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,10,0,0,0,7,Walla Walla School District,2016-17,0.652
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,10,0,0,0,6,Walla Walla School District,2017-18,0.635
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,0,0,0,0,0,Walla Walla School District,2022-23,0
36140,5337,SE AREA TECHNICAL SKILLS CENTER,SE AREA TECHNICAL SKILLS CENTER,Walla Walla School District,Walla Walla,United Way of the Blue Mountains,Walla Walla School District,SE AREA TECHNICAL SKILLS CENTER,0,0,0,0,0,Walla Walla School District,2015-16,0
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,130,54,0,0,75,Sequim School District,2018-19,0.576
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,205,82,0,0,121,Sequim School District,2016-17,0.591
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,155,78,0,0,77,Sequim School District,2021-22,0.497
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,144,64,0,0,77,Sequim School District,2017-18,0.533
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,176,93,0,0,81,Sequim School District,2020-21,0.459
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,144,67,0,0,76,Sequim School District,2019-20,0.527
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,159,67,0,0,92,Sequim School District,2022-23,0.578616352
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,230,118,0,0,112,Sequim School District,2015-16,0.486956522
05323,2471,Sequim Senior High,Sequim Sr. High,Sequim School District,Sequim,West Sound STEM,Sequim School District,Sequim Senior High,210,101,0,0,109,Sequim School District,2014-15,0.519047619
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,498,248,0,0,219,South Kitsap School District,2016-17,0.44
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,519,260,0,0,228,South Kitsap School District,2017-18,0.439
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,581,285,0,0,267,South Kitsap School District,2018-19,0.459
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,553,291,0,0,232,South Kitsap School District,2019-20,0.42
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,459,248,0,0,163,South Kitsap School District,2021-22,0.356
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,477,268,0,0,170,South Kitsap School District,2020-21,0.357
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,440,222,0,0,218,South Kitsap School District,2022-23,0.495454545
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,537,254,0,0,283,South Kitsap School District,2014-15,0.527001862
18402,2272,South Kitsap High School,South Kitsap High School,South Kitsap School District,South Kitsap,West Sound STEM,South Kitsap School District,South Kitsap High School,510,256,0,0,254,South Kitsap School District,2015-16,0.498039216
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,42,30,0,0,12,Stevenson-Carson School District,2021-22,0.286
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,71,37,0,0,33,Stevenson-Carson School District,2020-21,0.459
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,67,34,0,0,32,Stevenson-Carson School District,2018-19,0.478
30303,3119,Stevenson High School,Stevenson High School,Stevenson-Carson School District,Stevenson-Carson,ESD 112,Stevenson-Carson School District,Stevenson High School,59,35,0,0,24,Stevenson-Carson School District,2019-20,0.4
